userID;productID
A107L5DO92SZ6W;B0007GHCT4
A107NIBUW3TI2I;B0006IEX04
A107R2LLPPQ9WJ;B000TILBYW
A107RL3O8LAS70;B000GAWSHM
A107Y2MM7OUZDI;B00074HDAO
A1084P6LM940QQ;B0007YIYKC
A1089FBCQB8QZ3;B00093540E
A1089KHAILRHXP;B000GAWSHM
A108A19J7OMUD9;B000NO4LEY
A108A421PC6MH3;B0002AZ67U
A108IBEV70AZWT;B000PSQXXU
A108KRTC7O9V9X;B0009P679Y
A108MSWBZEXNK0;B000B4ZXV6
A108NRA5FRLRMV;B000MOFIA6
A108QJH8J3MFOR;B00068TJ4O
A108QJH8J3MFOR;B0006V9HI4
A108ZATARAVT32;B0006AAS7E
A108ZS5R88BNV4;B0000C9ZD1
A1091S31Z5A1NJ;B000OVNQF6
A1092MRCFT5ZYQ;B000AR96NU
A1094TATCNJXYJ;B000GB1R6O
A10976VT5GP6CB;B000AR96JO
A1099BMPXVAY46;B000KV0XRO
A109KLDKDDPLL3;B0007VOV20
A109ORALRL16KR;B0007OER0S
A109SGGGTWJZKV;B00020J1JE
A109SYM12XDR99;B000P8AUO8
A109U2VQOVJRDJ;B0000TIJ4U
A109UGKWDBXBWM;B000FGEE7E
A109UGKWDBXBWM;B000JQFXFC
A109UO6WT7UYWW;B000GZVF7Q
A109VPP6GIP1TH;B0007ZF7PQ
A109WBGF8RLXK0;B000J2D740
A109WBGF8RLXK0;B000J2D75Y
A10A3GJSVVQJGK;B0000YBMO4
A10A6OWRQ2EA9W;B0001HIT1Y
A10AA1YQ6DKW70;B000EQR6H0
A10AF6QRTVHHGZ;B0000TIJ7C
A10AFO290DUEB0;B000KPSACK
A10AI1M5UUYX27;B000GB1R7S
A10AQPZE2STOMV;B000FQFZ9U
A10AW7H143CP9M;B0006AAS4M
A10AW7H143CP9M;B000NO86ZE
A10B6NYEZ0IJTT;B0000TIISW
A10B7AEATKKIU;B000OVNQF6
A10BHWBORU1UNW;B000FVALQM
A10BHWBORU1UNW;B000FVE3BG
A10BK5VZXPSG2O;B000GB0G02
A10BOGV9CJYRVH;B0006IEWWI
A10BRIKZA0XVHI;B000BCDGF8
A10BTEKK3T3Q5P;B000JQJS6M
A10BX6202VAV67;B0007QMBBS
A10C5BSWQAODF;B0006TUIQ6
A10C5L4E0386S2;B0006IEWWI
A10CAMWCDYEK6U;B0009P66TK
A10CEGUNGBASN6;B000H6APZM
A10CEKB6ITCDGD;B000P1RK9I
A10COMY46QPW33;B000OUW0P4
A10CR8HKLHDHF;B000AMB4J4
A10CTSPB0BLSEO;B000E4Z3YA
A10CUEMAICUB6X;B000PX6SJO
A10CWLW2B3WOGH;B000EI4AHC
A10CXAYU8SFFO1;B00013KR68
A10CXAYU8SFFO1;B00070QHBY
A10CYGWTDLAWI3;B0009VTSAI
A10D0Y4B596LAI;B000AQVSA0
A10D6QFJNPJZJ4;B00020J1I0
A10D7DMJK1LFI0;B0001B7G0U
A10DI0OTPUV60F;B00020J0ZE
A10DI855BI3LJL;B0007OER0S
A10DMYSMX2VWMB;B00020J0SQ
A10DQI3X5M8XSG;B000GB1R9Q
A10DT1HHEYPJB8;B000H6AQ0Q
A10DWYOUALX94A;B0007N54CY
A10DZZZB67W7IS;B000FPVUJA
A10E6MV7PTH59F;B0006AAS4M
A10E6MV7PTH59F;B0007VDN6K
A10E6MV7PTH59F;B000A7G45I
A10E6MV7PTH59F;B000FV8QJ6
A10E6MV7PTH59F;B000FVC5N4
A10E6MV7PTH59F;B000KFT1L4
A10E75FXATNILV;B000EQS1JW
A10E899O8PT40Q;B0007VOV20
A10E96W8TV42NJ;B000GB0G0M
A10E9C0BY9A2OD;B000FVC5LQ
A10E9I7TPEU6YS;B000HDMA7Q
A10EBOIED3FIXJ;B000NPD810
A10EC0SGAB17WL;B000N54A9E
A10EHK4GOUKQPG;B000P7LHLY
A10EJN4N8S1WOJ;B0000TIIPA
A10ELNQRQZVIJV;B000EQS1JW
A10ENXAQI2MZUZ;B000MIIQHY
A10ESPML7RVGSV;B0007RTBOC
A10ETYRNX6DTEG;B000B0MYV2
A10ETYRNX6DTEG;B000BDDF30
A10EVB1SIVG3Z0;B000EIA0MG
A10F0ODVW0X6L5;B000PSQY16
A10F10K6MXQJE2;B000FIQY98
A10F3WMWCI9ONZ;B000EQS1JW
A10F5UNSBD55F4;B000HDJCS6
A10F6X56KV3YNR;B000936JGC
A10F7PKBSR4V31;B000HDJT6Q
A10F846Y6B4RPJ;B0007RTBY2
A10F9DQG2EGI9C;B000BKGUOE
A10FEPQ46PGXI7;B000FQ0WE8
A10FJWAZZCGDWF;B000EQS1JW
A10FL48RQ59K99;B000FPX5V6
A10FO7W1401ULC;B000A8BUBU
A10FRVOGOMQV7N;B000H6AQ0Q
A10FT4NXARQNU9;B000KIA1Z6
A10FUQGHHN1FYH;B000FGDE70
A10FV49UA5B6G0;B0007OER0S
A10FYPZHW80JLK;B000EOOVQ6
A10G05SHN2QM95;B000LSIIWS
A10G1STGM4M14F;B0009TTH10
A10G4HBP57HV40;B000FGDDXA
A10GDBN5UE5XXV;B000BDDF30
A10GECQ4VZ8I9N;B0006HGNFI
A10GGWQ7OHP3PL;B000GAYQJK
A10GJO3OR7WLHW;B0000C9ZBQ
A10GQNBIDV8EEL;B0000TIKK8
A10GR3L83D0FAX;B0000TIJ72
A10GSYTL2O6HUU;B000GDC5LI
A10GTAA5KTSQRQ;B000FQ0WDO
A10GZ2PTE93DT1;B000A7G45I
A10H077XDI6PA4;B000E5F8IK
A10H0YK58YRMEZ;B0007QMA78
A10H0YK58YRMEZ;B000FV8POM
A10H5JQ2PR8JCM;B000GAYQL8
A10H91DMYB0VA7;B000EHY316
A10H9NDU765RXC;B0007WPJ2K
A10HFSVXQT116F;B000GHLB5U
A10HI6RKXJ611W;B000FGC4JY
A10HLJ1BQIJOMF;B0007N53OS
A10HMS1207XVND;B000H2DM9M
A10HO0GSI82D89;B000FBNUZ6
A10HPH8C1CGXB3;B000FPX5WU
A10HQ8R1VUZFUK;B000AR7RYK
A10HVXB0QHPB8E;B00068TJMG
A10HYIBZE5L7NE;B000EIA0MG
A10I18UVLZ6C6X;B00020J1GW
A10I2K855KTY8J;B000E8J5PY
A10I4ENNEVO4P;B000EIA0LW
A10I6E7S0RYFPA;B000GAWSEU
A10IC1D2GCEGW1;B0000TIJ7C
A10IM80XBDO002;B00024CDF4
A10IMEH45SG4CX;B000GAYQKO
A10INN72J66NUH;B000AR7RTK
A10INNF1Q6OGLX;B000EQR65M
A10INZT3ME7BJC;B000NO6B7Y
A10ISESRHRQTQF;B0009P66CM
A10IUCBRWSKXI4;B0007N52ZI
A10J1FOD8HXUO9;B0009VC6TS
A10JGDV6L9H7PQ;B000GAYQJK
A10JH77SCCMPGF;B000N5XVVM
A10JHOVG4FZ3FK;B000FGAB8A
A10JS70MFT8HUB;B000GAYQNG
A10JSCB3SEAYHH;B000AR7RV8
A10K1W3J7YG3ZW;B00068TK84
A10K2YFQ7KF5Q5;B000GB0G02
A10K41QA6YVOXR;B000GB1RAA
A10KDNIDNMLYII;B000GAWS9A
A10KFWBLY0HWL0;B00093CZV0
A10KJJ2UEFNE0Q;B000GGV9T4
A10KORZ0CO05JZ;B000CDKFLY
A10KQBFFAGR3VC;B00024WB4C
A10KV5DH1RRDDZ;B0007N54CY
A10KWA4UTNGHZ4;B00020J14E
A10KYI7J31NRD4;B000EOOVRA
A10L1VFQPV9OY8;B000ETU7M8
A10L49R2AKMT5E;B000Q5DWUO
A10L4X7RR26NO4;B000GGQ9IU
A10L8MPMKTLREB;B000FBVN8C
A10L8WXF9M1H6U;B0000TIIPA
A10LCBIVP9A3KC;B000Q5OZZA
A10LDXKVS893LD;B000IHQ4M8
A10LFAH90U5DCA;B000A7KB7U
A10LGD7RI7UZKU;B000FF5DCU
A10LHZFC1Q7LUJ;B000AR96JY
A10LJIX65AYWVL;B0007N543S
A10LJIX65AYWVL;B000P567MA
A10LLQFKBVW89J;B00076XLIK
A10LMXEK5XLXMG;B0006IE782
A10LO4X93P47EO;B0009P66ZY
A10LV6Y038SGFX;B000GAWS9U
A10LWBOIZCF2QT;B000GAYQL8
A10M06OCS4NT3Y;B000ND562Q
A10M1LNP8QZRM1;B0006IEVFG
A10M3EYTPO6EM3;B000EQU0Y6
A10M7JOUCFJXVJ;B000SZNSVA
A10MB1MRO33T53;B000FVE3AC
A10MBM48U092WA;B000BDDF30
A10MD63W3SK90I;B00024WB2O
A10MGI8BY69AA4;B000CBZ9K8
A10MP0UE8PSP21;B0007QMBBS
A10MRAPIJRLYKJ;B000E39SOM
A10MVAVRS0Y91;B00024WBXS
A10MWII6TRSIJ8;B000JILVBU
A10MY9IHGLXRC0;B0000TII3C
A10MY9IHGLXRC0;B000B5459Q
A10N22G7R1XZLW;B000GDC5KO
A10N2307EFEYJJ;B000HDBBLM
A10N243R7A5ZW3;B0001MLMKY
A10N7LC9XAR0AK;B000GAYQJK
A10N98B5E9JJLZ;B000GB1RAA
A10NF1I2Q25QWT;B000GX3FWG
A10NGJV9HGPAOX;B000GB0G2K
A10NIO7M9OM6DC;B000EIA0MQ
A10NJ5KYL7FQZ3;B0007RTBVU
A10NM0T45XCTLD;B00020J16M
A10NMELR4KX0J6;B0006AAS5Q
A10NQI6GE9VFVC;B00093CZVU
A10NSABNYREXKR;B0009P66TK
A10NT1639BGTYB;B0006AAS5Q
A10NVCWPC5RDND;B000H29XEU
A10NWPW88LOVJN;B0000C9ZBE
A10O4P7GR7LGTZ;B000R7EIAE
A10O81F46GWKSR;B000F24I9M
A10O9HFR73SQL4;B00068TK8Y
A10O9LF9VZDSLA;B00020J0SQ
A10OBIAU1T0PPU;B000E8O72K
A10OFBYAOUVY0K;B000HF3EEM
A10OG1R383489A;B000E3VJ2G
A10OI5XG7ICC20;B000EQR6H0
A10OI5XG7ICC20;B000EQU0NW
A10OI5XG7ICC20;B000F1MKJI
A10OID8V7UHL8I;B00027IMLU
A10OJAVIZ8B1UC;B000DZR8DE
A10OJBRKRZIOCR;B0000U0LRC
A10OOQ653VNEQH;B0007G707S
A10ORMUSGR08P3;B0006IEX04
A10OUFL4T4XE7J;B00080HDLQ
A10OZ7IGZVGOGC;B000BDDF4Y
A10P20E5JMYE6K;B000AYW0M2
A10P3TNXWKTFCE;B0009352FG
A10P3Y903RI07Q;B00006I556
A10P4T42VZFO8J;B0009P672Q
A10P68GR2SLZIT;B0000C9ZBX
A10P6JDL5QK3NA;B000GAYQRW
A10P8WC6TFPYXX;B000HDCF7G
A10P9PAB9B8GX7;B0009XH69G
A10PANUYGL9LF0;B000FGABGC
A10PB0EUQNBFW2;B0001HIT1Y
A10PFQSFB1NJ4Y;B000EQS1JW
A10PH7FNT9TQLX;B000GAYQJK
A10PHLN364FPDL;B00065FWR0
A10PP91MKXBHV;B000EIA0MG
A10PRL21G5A5OM;B000FPX5Y8
A10PW85QOA3G4W;B000HFRO8O
A10Q3NWE2AES1Q;B000IT7AD8
A10QBMWPF3ITOR;B0000UIWY6
A10QJ9R3HPFM3K;B000J3ISAW
A10QJ9R3HPFM3K;B000MQJXBO
A10QKCHVUCWYXH;B000BDDF3U
A10QLGXGVMJQ2N;B000GGOGTY
A10QPVDDVWMWY4;B000H65NO0
A10QQWAYZVX2QS;B000FQ0WC0
A10QWMOVF0AVN7;B000BJSTRQ
A10R20QUBK8ZD3;B000GAYQU4
A10R5CSRK0US7A;B0009P6730
A10R5SGT0XLGIV;B000B5252A
A10R7696Y4Z0UI;B000EPLR2G
A10R7JOVMNQZKD;B0007IR4Q8
A10R7NXUA5EF3H;B0007X9F7O
A10R8MYGGPI6DS;B000KM1DB8
A10R9LB4QJNG5X;B000KH2LNW
A10RC1V43T3SAD;B00080HDQQ
A10REPFOH5GJLE;B000SZNSVA
A10RKUXSG5FJKT;B000GAWSFO
A10RL1EUVRXOR2;B000E39SOM
A10RL1EUVRXOR2;B000KTLLHW
A10RL1EUVRXOR2;B000MQTQSY
A10RU9SHANM02Q;B000FINOKA
A10RX8HNMESX0J;B0002QXG3K
A10RXJTN87O4AZ;B000OUW0RC
A10RZTAJWM4EKH;B000FK9QTQ
A10RZYVX1O5NQ1;B000FINOLO
A10S0YOHY7TTRT;B000KPPO6U
A10S16S1VJFE9Z;B000GAWS9U
A10S1AUDL1SVUY;B00061OK3G
A10S5PYJEXV5X9;B00024WL92
A10S7MXM0L10KV;B000GB0G1G
A10SA94UNK72WE;B00062N43M
A10SHC5P4P3R4;B000FGABCG
A10SHC5P4P3R4;B000FRZA4E
A10SO8TVB3PZZQ;B000J03N28
A10SPIJ0HLU624;B000B55AEA
A10SQTWRSMXZ1V;B000OUUA2Y
A10STIHLKC2VFH;B0000TII0K
A10SUWPEGDOW1;B000EI859G
A10SUYTRTGZOKV;B0000C9ZD1
A10SYLHF2M283A;B000GAWSDG
A10T2H6N4BDQ7I;B0000TIIZ0
A10T5ES93V7QUG;B0009WXTT8
A10T9TCB7IZ5JD;B000E4Z3YU
A10TEH5DRLO68K;B0007VMWCQ
A10TJUYCRFKHJZ;B000EQS1CO
A10TJUYCRFKHJZ;B000EQVZCC
A10TKF3HUT2Q2J;B000INA75C
A10TNLZ4SWYXVZ;B0000C9ZDG
A10TYMRSV5AFY0;B000EQS1JW
A10TYMRSV5AFY0;B000GGTX2E
A10TYMRSV5AFY0;B000NO4LD0
A10U1GJ1JTI2BU;B000HDMA8A
A10U3Z35FCPXF2;B000HDBBLM
A10U3Z35FCPXF2;B000HDCEMM
A10U7P7389E3ZH;B000GB1R8W
A10U8DJAPJJI8I;B000IZWH9O
A10UBYN96E2A0W;B000GAWS86
A10UGS1BANQ9ZY;B000HDBBLM
A10UJZ7CXSKF78;B000MVTRPQ
A10UNDDBF6AGMY;B000B545E6
A10UNDDBF6AGMY;B000B545F0
A10UOIVEKIUXST;B00093CZV0
A10UP3HQ8DTA1P;B00068TJ3K
A10UP3HQ8DTA1P;B0007N530M
A10UPO9UH36EK2;B00024CBDS
A10UQD0HSS2PZT;B0006IHHMU
A10UQD0HSS2PZT;B000B5OD4I
A10UQD0HSS2PZT;B000EPLR2G
A10UQD0HSS2PZT;B000OP1M6M
A10UX2BXTYC20K;B0007P4BG2
A10UX582O51QUO;B000QY1E6Y
A10UXJVEQ52M44;B000NSH5DE
A10V0DNEA6FVAX;B00024CBDS
A10VA9QC4C45VC;B0000TIJ7C
A10VC7MDB0GWFZ;B000R4I29U
A10VQ826V30L1F;B0006AAS4M
A10VS4870F0ZVR;B0006IEX04
A10VUSK409W1AM;B000H675AA
A10VWIP9VQ5G8J;B000LPEX2K
A10VX8EVQHJGLD;B00076WS5W
A10VXZWOL867W6;B000PU3IL8
A10W2JBRMWUOMD;B000GGOGT4
A10W2KTH42ARTA;B000H6758W
A10W3D41CXBEO8;B000BVPQHA
A10W8AYLGRMXZR;B000MURNQC
A10W8JYGFYWMRV;B000FVAKZE
A10WAXIH5CC8NQ;B000980RV0
A10WBYZARINE01;B000PTP8H6
A10WHL4AZYIOVM;B000NIFAX6
A10WRVVV77AH4B;B000NDB4RM
A10WUPLN6SQ6LP;B0007X9F7O
A10WW46Q34CF8O;B000G1YWHK
A10X0B296TKC54;B0000C9ZBQ
A10X0U7WSJZGY4;B000MPMF24
A10X1201RQESLQ;B000GAWS7W
A10X4IZW027IQB;B0009P66Z4
A10X6A8GSX205I;B000GDA17S
A10XC3H4R75ZLA;B000GAWS7W
A10XG017OAMWEB;B000BDIQPM
A10XL050OWSPDW;B000AQTAF0
A10XNGNPEOL01G;B0000ZBAJU
A10XSW519H1A01;B000GX8UQC
A10XU998SZBNJG;B000AHHPYW
A10Y4IN7LU3S3U;B0007IR4U4
A10Y64Z2CLT5OS;B000AR96JO
A10Y7RMCI9AMWC;B000GAWS7W
A10Y8LUL7NMA25;B0000C9ZBZ
A10YFJZSUFIF85;B000HG7O5Q
A10YIK3G3CVQZR;B000BDG7FS
A10YJGKZX4OYZP;B0009WXTX4
A10YMBK6FUS91Q;B0002UTGVW
A10YMBK6FUS91Q;B00064Z3WK
A10YMBK6FUS91Q;B0006AAS4M
A10YMBK6FUS91Q;B0006IHHMU
A10YMBK6FUS91Q;B000CSDA2A
A10YMBK6FUS91Q;B000EPLR2G
A10YMBK6FUS91Q;B000EPLR2G
A10YMBK6FUS91Q;B000FBVN6O
A10YMBK6FUS91Q;B000JQFX1G
A10YMH74OXP3Z1;B000GB0G2K
A10YP71DZQH39L;B0000TII00
A10YPLNPQVFEAC;B0009WXSXA
A10YSPM83M96R2;B0006IHHMU
A10YTST4AXLGIT;B000PC0T72
A10YWV8KH1TJ1O;B000DT8SY8
A10YZBN2QSBZCU;B000GDDLXY
A10YZTE7LMXHLN;B0009OP1OW
A10Z6395XB13X9;B000GB1RAA
A10Z6LITT5VYF4;B0007IR4W2
A10Z6UN9V9PGA9;B000HDMTTU
A10Z7BS9F8MZHX;B0006AAS4M
A10Z7BS9F8MZHX;B000JQJT52
A10ZAMTUD6XP6N;B0007KQYWG
A10ZBR6O8S8OCY;B000NID9ZC
A10ZBR6O8S8OCY;B000PSUE4E
A10ZBUUYCVOWGY;B000FGDE70
A10ZCKDRJ1QAKR;B000H7AGTQ
A10ZDZ2LVU7U26;B0001JMCHO
A10ZFE6YE0UHW8;B000OVHYZE
A10ZPQU0C7FHSQ;B0002M9RX2
A10ZQ0ZD2LKQBW;B0000V9MJ4
A10ZQ0ZD2LKQBW;B0009P66YK
A10ZRYD8G3IGPP;B000QE1XJ2
A1100N65ZFFEUB;B000ETYF30
A110AFBE979HFW;B000GAYQJK
A110COGB91TOK;B000B4ZXV6
A110NS7T7F4Z7A;B000AR7S3A
A110P7UB4RAZI8;B000B5252K
A110PC8C5Y7MQD;B00065FWR0
A110PE5AHGSLM1;B000ETU7M8
A110QRCG4LSZXO;B000HI9FTC
A110RETL08VQB;B000FBLQ0M
A1116F1TYKHPFP;B000IZAWBY
A1119PAA9HZJ27;B0007RTBVK
A1119ZW3O5APOZ;B000GAYQKY
A111CN4EYWW0XM;B0009VC6UW
A111HADT6RSBJY;B000PTJYTO
A111HHCU86ONP1;B0009J5O4O
A111HNRF0A15A1;B0000C9ZBX
A111K0MTPOIPKW;B000K3B6K0
A111L9E0MQ65ZK;B00024WB4C
A111P42BI29T7Q;B000BKBYPY
A111PCAMVLQG23;B000MDD886
A111Q94H54LYBP;B0000TIIVE
A111S3B6WGQCH;B000AQVSB4
A111SDKTTHIZKT;B000N5XVVM
A111VZK2TX6WQM;B000F02TRC
A111WCF2569629;B000GAYQKY
A111XR9R1YZLLI;B000PSLP10
A111Y90Y7QOGYU;B000FPX5V6
A111YKD8SCCXCM;B000AYSH5Q
A111YKD8SCCXCM;B000AYTYLW
A1125F4LFDZS8Q;B0007IR4QS
A1125MB9D16MUB;B000E4C8IE
A1125MB9D16MUB;B000G22YF6
A1125QSFAMT1NJ;B000IK5XTA
A11276LV1BE5LS;B000B545DW
A112F3F9KOZCEI;B000GG6GCY
A112JNULRW1ZA6;B000H675AA
A112KKMGCYTBNN;B000EQU0NW
A112N2XJQSGSKQ;B000GAYQTA
A112UBR5ZUB5CY;B000RWN2T2
A112WGOBY3XFLB;B00095MKRW
A1131XS6N4KR3H;B000FVE3BQ
A1137Q5YGG0GFH;B000FGABIK
A113GYZF7UXS0D;B000936JGC
A113I9SMMKQYIB;B000OUZ4SO
A113MJFN66NK1T;B0006HGM5E
A113MJFN66NK1T;B0006HGNF8
A113MOHRVL4JNO;B000ORERWQ
A113OCKTN00DUW;B00068TJL2
A113OV1M94BIOS;B000GGOGUI
A113PB4KMWXB3S;B000GAYQJ0
A113SOBCPE46C1;B0000TIJ7C
A113TE3WLMUO5D;B000K3D9QO
A113Z97DGFY7FO;B0000C9ZDD
A11408ZL9W5IFK;B000IBMLEO
A11437N23HO5FF;B000G6X6HW
A1143LHBEDU7M6;B000GAWSDG
A1147AF3T88GK9;B000PSOSIW
A114AF5JBAWGGT;B000GDA196
A114B3J851ODJJ;B000LZJFCS
A114BTVC18BBHD;B000EJLWZY
A114BTZELNUIHO;B0000U0LSQ
A114E2798Q8N6L;B000EQR6H0
A114M3T7XOAIQ7;B000AYYIYU
A114NNZWPWXO99;B000NIRZ0C
A114OVEO8KLMKM;B000BCDGEY
A114P0AZ5ZEVK;B000GB1RBY
A114QQFYERAPF2;B000FGC4JY
A114S6CTKSESM0;B000B4ZXV6
A114TMHW9GRMPB;B00074HDAO
A114XBI44XM4O0;B000AONZWQ
A1151YXSYOR4K9;B0007N52Z8
A11533UTHGHLZN;B0000C9ZBS
A11548R4RI1GEC;B000J320UQ
A1154QMDNZG4I5;B000EQS1W4
A11566NR3MUMST;B000HX17HK
A1156WCZYSPSWP;B000P5BWSO
A115BE65N1Y41;B000HFRO8O
A115CYGPWEGL0U;B0009P66ZO
A115GSDVUO9IXT;B0007RTBOM
A115H0MXGG5U0;B000BH3YLO
A115KWHWE7A55Q;B0007IR4YA
A115TCBTEFSSHE;B0006AAS4M
A115YXYR3Y1MIL;B000EQS1JW
A1167CLG3BBTV5;B000980RYC
A116CWZ5J3KXLL;B000Q5D6ZU
A116ENOTA359H0;B0007MAFWY
A116IAJV4JWG6E;B000FIP2T6
A116UBGSS2KJ1V;B000FGABHG
